Project,DIN_Ebene1,DIN_Ebene1_Beschreibung,DIN_Ebene2,DIN_Ebene2_Beschreibung,DIN_Ebene3,DIN_E3_Beschreibung,prav. Personalkosten,prav. Materialkosten,korr. Personalkosten,korr. Materialkosten,Gesamtkosten
VDV,E,E -- Fahrwerk,ED,"ED -- Federung, Dämpfung, Ausgleich",ED01,ED01 -- Zusatzluftvolumen,5625.122671,4323.890076,2148.106391,1724.424356,13821.54349
VDV,E,E -- Fahrwerk,ED,"ED -- Federung, Dämpfung, Ausgleich",ED02,ED02 -- Federn,4696.536184,5706.187862,1991.950066,1649.760769,14044.43488
VDV,E,E -- Fahrwerk,ED,"ED -- Federung, Dämpfung, Ausgleich",ED03,ED03 -- Dämpfer,5374.806465,4497.549395,2174.027614,1672.479968,13718.86344
VDV,E,E -- Fahrwerk,ED,"ED -- Federung, Dämpfung, Ausgleich",ED04,ED04 -- Primärfedersystem,4568.868156,4195.717458,1737.152227,1900.389194,12402.12703
VDV,E,E -- Fahrwerk,ED,"ED -- Federung, Dämpfung, Ausgleich",ED05,ED05 -- Primärfeder (Aluminiumtöpfe),5401.28508,4959.710028,1727.598504,2208.750824,14297.34444
VDV,E,E -- Fahrwerk,ED,"ED -- Federung, Dämpfung, Ausgleich",ED06,ED06 -- Sekundärfedersystem,4636.235941,5023.174386,1721.975644,2045.084542,13426.47051
VDV,E,E -- Fahrwerk,ED,"ED -- Federung, Dämpfung, Ausgleich",ED07,ED07 -- Wankstütze,5719.098876,4118.239352,1750.540151,1856.435568,13444.31395
VDV,E,E -- Fahrwerk,EE,EE -- Lenkungssysteme (aktiv),EE01,EE01 -- Lenkungssysteme (aktiv),5794.604676,4549.263569,2278.304464,1522.209723,14144.38243
VDV,E,E -- Fahrwerk,EF,EF -- Anlenkungssysteme (passiv),EF01,EF01 -- Mitnehmerzapfen,3568.182458,5060.799194,1647.496158,1868.889922,12145.36773
VDV,E,E -- Fahrwerk,EF,EF -- Anlenkungssysteme (passiv),EF02,EF02 -- Anlenkung,4439.220925,4504.425696,1706.393527,1772.505417,12422.54556
VDV,E,E -- Fahrwerk,EF,EF -- Anlenkungssysteme (passiv),EF03,EF03 -- Mitnehmerzapfen (Sphärogussteil) ,5232.986345,4444.542125,1991.229365,1357.674895,13026.43273
VDV,E,E -- Fahrwerk,EF,EF -- Anlenkungssysteme (passiv),EF04,EF04 -- Mitnehmerzapfen (Alu-Schmiedeteil),4420.143662,4434.417704,1401.706155,1971.685139,12227.95266
VDV,E,E -- Fahrwerk,EF,EF -- Anlenkungssysteme (passiv),EF05,EF05 -- Lemniskate,4448.694113,4237.475751,2124.312128,1929.111043,12739.59304
VDV,E,E -- Fahrwerk,EG,EG -- Schutzanbauteile,EG01,EG01 -- Schutzanbauteile,4765.661969,4825.951651,1699.429329,1731.076413,13022.11936
VDV,F,"F -- Energieanlage, Antriebsanlage",FA,"FA -- Energieanlage, Antriebsanlage",FA01,FA01 -- Stromrichter (mit / ohne integriertem Bordnetzumrichter),4574.758717,5146.677333,1389.486993,1984.72158,13095.64462
VDV,F,"F -- Energieanlage, Antriebsanlage",FB,FB -- Energiezuführung,FB01,FB01 -- Stromabnehmer,5556.632887,4874.980582,2185.921043,1521.720525,14139.25504
VDV,F,"F -- Energieanlage, Antriebsanlage",FB,FB -- Energiezuführung,FB02,FB02 -- Hauptschalter AC,5064.706499,4891.615234,1706.571153,2354.837082,14017.72997
VDV,F,"F -- Energieanlage, Antriebsanlage",FB,FB -- Energiezuführung,FB03,FB03 -- Haupttransformator,4143.346715,4431.441454,1626.496519,1821.258002,12022.54269
VDV,F,"F -- Energieanlage, Antriebsanlage",FB,FB -- Energiezuführung,FB04,FB04 -- Bodeneinsätze (Spritzguss),4003.7551,5103.066782,1534.02419,2151.783404,12792.62948
VDV,F,"F -- Energieanlage, Antriebsanlage",FB,FB -- Energiezuführung,FB05,FB05 -- Trennschalter Antrieb,4896.102032,3724.990205,1628.430932,1724.633589,11974.15676
VDV,F,"F -- Energieanlage, Antriebsanlage",FB,FB -- Energiezuführung,FB06,FB06 -- Hochspannungswandler,4192.703081,6175.881609,2030.87365,1504.965972,13904.42431
VDV,F,"F -- Energieanlage, Antriebsanlage",FB,FB -- Energiezuführung,FB07,FB07 -- Überspannungsableiter,4568.783227,5456.849803,1556.105188,2123.998775,13705.73699
VDV,F,"F -- Energieanlage, Antriebsanlage",FB,FB -- Energiezuführung,FB08,FB08 -- Energiezähler incl. Eichung,3495.341312,5168.603467,1661.723141,1739.743301,12065.41122
VDV,F,"F -- Energieanlage, Antriebsanlage",FB,FB -- Energiezuführung,FB09,FB09 -- (Hoch)Stromwandler - Messstromwandler,4360.104023,5822.294547,1749.343773,1794.777283,13726.51963
VDV,F,"F -- Energieanlage, Antriebsanlage",FB,FB -- Energiezuführung,FB10,FB10 -- Brems- und Entladewiderstände,5199.069325,3760.326249,1571.482048,1996.944934,12527.82256
VDV,F,"F -- Energieanlage, Antriebsanlage",FB,FB -- Energiezuführung,FB11,FB11 -- Schnellschalter / Hauptschalter DC,5810.599254,4372.515624,2115.02195,1744.767296,14042.90412
VDV,F,"F -- Energieanlage, Antriebsanlage",FC,FC -- Energieerzeugung,FC01,FC01 -- Energieerzeugung,4575.707133,5161.563989,1936.272832,1639.745964,13313.28992
VDV,F,"F -- Energieanlage, Antriebsanlage",FD,FD -- Energieumsetzung,FD01,FD01 -- Fahrmotoren,4450.040141,5093.137708,1722.127304,2333.290937,13598.59609
VDV,F,"F -- Energieanlage, Antriebsanlage",FD,FD -- Energieumsetzung,FD02,FD02 -- Bremswiderstand,5176.734804,3779.916798,2015.420123,1480.049013,12452.12074
VDV,F,"F -- Energieanlage, Antriebsanlage",FD,FD -- Energieumsetzung,FD03,FD03 -- Getriebe,5830.521757,4550.590725,1817.584918,1854.424084,14053.12148
VDV,F,"F -- Energieanlage, Antriebsanlage",FD,FD -- Energieumsetzung,FD04,FD04 -- Netzdrossel (evtl. integriert in Stromrichter),4179.203075,5703.725394,1695.270867,1703.600346,13281.79968
VDV,F,"F -- Energieanlage, Antriebsanlage",FE,FE -- Energieabführung,FE01,FE01 -- Energieabführung,3868.295878,5266.847578,1644.709327,2083.646788,12863.49957
VDV,F,"F -- Energieanlage, Antriebsanlage",FF,FF -- Energiespeicherung,FF01,FF01 -- Energiespeicherung,3920.6686,5848.969327,2058.68917,1899.31744,13727.64454
VDV,F,"F -- Energieanlage, Antriebsanlage",FF,FF -- Energiespeicherung,FF02,FF02 -- Fahrbatterie / Traktionsbatterie ESS,4599.766187,5837.156866,2066.198907,1731.771725,14234.89369
VDV,F,"F -- Energieanlage, Antriebsanlage",FF,FF -- Energiespeicherung,FF03,FF03 -- BTMS (Battery Thermal Management System),4996.54008,3738.213501,2348.346432,1742.605196,12825.70521
VDV,F,"F -- Energieanlage, Antriebsanlage",FF,FF -- Energiespeicherung,FF04,FF04 -- Energiemesssystem,5484.960695,4062.635867,1995.423628,1588.880091,13131.90028
VDV,F,"F -- Energieanlage, Antriebsanlage",FF,FF -- Energiespeicherung,FF05,FF05 -- Batteriefilter,5161.733734,3524.220522,2049.818426,1538.221369,12273.99405
VDV,G,G -- Steuerungsanlage für Fahrbetrieb,GA,GA -- Steuerungsanlage für Fahrbetrieb,GA00,GA00 -- Steuerungsanlage für Fahrbetrieb (SW),4526.979476,5311.464094,1793.615569,2063.009867,13695.06901
VDV,G,G -- Steuerungsanlage für Fahrbetrieb,GA,GA -- Steuerungsanlage für Fahrbetrieb,GA01,GA01 -- Leittechnik,4429.387444,4411.577834,1752.589973,2104.564486,12698.11974
VDV,G,G -- Steuerungsanlage für Fahrbetrieb,GA,GA -- Steuerungsanlage für Fahrbetrieb,GA02,GA02 -- Ethernet Wagenbus,4201.119099,4386.544057,1911.441512,2090.668354,12589.77302
VDV,G,G -- Steuerungsanlage für Fahrbetrieb,GA,GA -- Steuerungsanlage für Fahrbetrieb,GA03,GA03 -- Zentraleinheit,4666.998169,4101.804334,1802.143834,2092.742181,12663.68852
VDV,G,G -- Steuerungsanlage für Fahrbetrieb,GB,GB -- Steuerung für Energiezuführung,GB01,GB01 -- Steuerung für Energiezuführung,4906.830726,4880.468952,2149.285093,1475.576198,13412.16097
VDV,G,G -- Steuerungsanlage für Fahrbetrieb,GC,GC -- Steuerung für Fahren und Bremsen,GC01,GC01 -- Steuerung für Fahren und Bremsen,4669.605007,4998.193286,1630.891837,2221.074253,13519.76438
VDV,G,G -- Steuerungsanlage für Fahrbetrieb,GC,GC -- Steuerung für Fahren und Bremsen,GC02,GC02 -- Fahr-/Bremsschalter (FBS),5158.733209,4676.169581,2012.057515,1664.055433,13511.01574
VDV,G,G -- Steuerungsanlage für Fahrbetrieb,GD,GD -- Steuerung für Energieerzeugung,GD01,GD01 -- Steuerung für Energieerzeugung,5126.808143,4335.616213,1945.203576,1531.595526,12939.22346
VDV,G,G -- Steuerungsanlage für Fahrbetrieb,GE,GE -- Systemerfassung,GE01,GE01 -- Systemerfassung,4522.21864,4270.317436,1795.077027,1946.210102,12533.8232
VDV,G,G -- Steuerungsanlage für Fahrbetrieb,GF,GF -- Steuerung für Energiespeicherung,GF01,GF01 -- Steuerung für Energiespeicherung,4557.002703,5076.847,1684.036748,2334.679748,13652.5662
VDV,H,H -- Hilfsbetriebsanlage,HA,HA -- Hilfsbetriebsanlage,HA01,HA01 -- Hilfsbetriebsanlage,5189.909783,5226.156744,1478.024312,1978.045915,13872.13675
VDV,H,H -- Hilfsbetriebsanlage,HB,HB -- Umformereinrichtung,HB01,HB01 -- Bordnetzumrichter / Hilfsbetriebeumrichter,3926.972061,5783.744385,1788.848024,1808.496934,13308.0614
VDV,H,H -- Hilfsbetriebsanlage,HC,HC -- Batterieeinrichtung,HC01,HC01 -- Batterieladegerät Bordnetz,4349.370295,5234.770132,1504.743289,2121.823493,13210.70721
VDV,H,H -- Hilfsbetriebsanlage,HC,HC -- Batterieeinrichtung,HC02,HC02 -- Batterie Bordnetz (inkl. Kiste),4753.797517,5361.687901,2230.259231,1636.35127,13982.09592
VDV,H,H -- Hilfsbetriebsanlage,HC,HC -- Batterieeinrichtung,HC03,"HC03 -- Batteriecontainer --> wird gelöscht, auf TB03 umcodieren",5200.125675,4125.276427,1972.934318,1504.607202,12802.94362
VDV,H,H -- Hilfsbetriebsanlage,HD,HD -- Bordnetz,HD01,HD01 -- Hilfsbetriebe Trenntrafos,4980.842718,3622.190764,2230.780725,1620.974911,12454.78912
VDV,H,H -- Hilfsbetriebsanlage,HD,HD -- Bordnetz,HD02,HD02 -- Steckdosen,6160.143784,4214.037455,1537.978094,2250.855954,14163.01529
VDV,H,H -- Hilfsbetriebsanlage,HD,HD -- Bordnetz,HD03,HD03 -- Transformator,5215.400966,4394.523117,1642.976328,2381.723546,13634.62396
VDV,H,H -- Hilfsbetriebsanlage,HD,HD -- Bordnetz,HD04,HD04 -- Trenntrafokonsole,4343.575628,4477.157401,1912.950118,1801.370418,12535.05357
VDV,H,H -- Hilfsbetriebsanlage,HE,HE -- Kühlung für Energie und Antriebsanlage,HE01,HE01 -- Stromrichter Wasserkühler (& Wasserpumpe),5954.686799,4278.220733,2141.203386,1454.631856,13828.74277
VDV,H,H -- Hilfsbetriebsanlage,HE,HE -- Kühlung für Energie und Antriebsanlage,HE02,HE02 -- Ölkühler (& Ölpumpe),5956.721492,4414.087333,1739.51078,2030.392546,14140.71215
VDV,H,H -- Hilfsbetriebsanlage,HE,HE -- Kühlung für Energie und Antriebsanlage,HE03,HE03 -- Fahrmotorlüfter,4605.339623,4484.675719,1619.263118,1928.664317,12637.94278
VDV,H,H -- Hilfsbetriebsanlage,HE,HE -- Kühlung für Energie und Antriebsanlage,HE04,HE04 -- Transformatorkühler,5643.31587,3968.662419,1900.558627,1477.109067,12989.64598
VDV,H,H -- Hilfsbetriebsanlage,HE,HE -- Kühlung für Energie und Antriebsanlage,HE05,HE05 -- Kühlleitung Antriebskühlung,4028.590235,5711.024588,2003.427179,1708.456307,13451.49831
VDV,H,H -- Hilfsbetriebsanlage,HE,HE -- Kühlung für Energie und Antriebsanlage,HE06,"HE06 -- Wellschlauch, Metallschlauch, Ringwellschlauch",4571.578486,5776.096441,1930.74243,2040.980256,14319.39761
VDV,H,H -- Hilfsbetriebsanlage,HE,HE -- Kühlung für Energie und Antriebsanlage,HE07,HE07 -- Wärmetauscher,4446.698171,5717.725143,2330.506162,1642.80789,14137.73737
VDV,H,H -- Hilfsbetriebsanlage,HE,HE -- Kühlung für Energie und Antriebsanlage,HE08,HE08 -- Kühlturm,4547.464794,4905.392344,1670.357136,1845.873025,12969.0873
VDV,H,H -- Hilfsbetriebsanlage,HF,HF -- Notstromerzeugungseinrichtungen,HF01,HF01 -- Notstromerzeugungseinrichtungen,4194.249786,4521.661832,1627.683406,1934.249793,12277.84482
VDV,J,J -- Überwachungs und Sicherheitseinrichtungen,JA,JA -- Überwachungs- und Sicherheitseinrichtungen,JA00,JA00 -- Überwachungs- und Sicherheitseinrichtungen (SW),4382.15043,4619.512595,1763.900251,1863.31622,12628.8795
VDV,J,J -- Überwachungs und Sicherheitseinrichtungen,JA,JA -- Überwachungs- und Sicherheitseinrichtungen,JA01,JA01 -- Hardware für Diagnosesystem,4100.329497,5068.411073,1644.080997,2205.719861,13018.54143
VDV,J,J -- Überwachungs und Sicherheitseinrichtungen,JA,JA -- Überwachungs- und Sicherheitseinrichtungen,JA02,JA02 -- Person Detection Assistant,4527.465004,5161.704863,2014.366372,1904.797009,13608.33325
VDV,J,J -- Überwachungs und Sicherheitseinrichtungen,JB,JB -- Mess- und Schutzeinrichtungen,JB01,JB01 -- Mess- und Schutzeinrichtungen,5320.860548,4976.04325,1625.218508,1797.255049,13719.37735
VDV,J,J -- Überwachungs und Sicherheitseinrichtungen,JC,"JC -- Melden, Registrieren, Anzeigen",JC01,JC01 -- Störstrommonitor,4327.208913,4557.213489,1805.765831,1869.375864,12559.5641
VDV,J,J -- Überwachungs und Sicherheitseinrichtungen,JC,"JC -- Melden, Registrieren, Anzeigen",JC02,JC02 -- Messgeräte (Drehzahlgeber),4651.214579,4669.140545,1919.66818,1672.7231,12912.7464
VDV,J,J -- Überwachungs und Sicherheitseinrichtungen,JC,"JC -- Melden, Registrieren, Anzeigen",JC03,JC03 -- Brandmeldeanlage / Rauchmeldeanlage,5054.005857,4097.381234,1624.045224,1810.51836,12585.95067
VDV,J,J -- Überwachungs und Sicherheitseinrichtungen,JC,"JC -- Melden, Registrieren, Anzeigen",JC04,JC04 -- Redbox / Fahrtenschreiber,6058.497332,4055.959084,1859.520961,1496.660369,13470.63775
VDV,J,J -- Überwachungs und Sicherheitseinrichtungen,JC,"JC -- Melden, Registrieren, Anzeigen",JC05,JC05 -- MMI,5175.591051,4947.569721,1833.365313,1529.212128,13485.73821
VDV,J,J -- Überwachungs und Sicherheitseinrichtungen,JC,"JC -- Melden, Registrieren, Anzeigen",JC06,JC06 -- Zugsicherungseinrichtung PZB90,5545.612344,4687.708481,2045.565388,1712.647503,13991.53372
VDV,J,J -- Überwachungs und Sicherheitseinrichtungen,JC,"JC -- Melden, Registrieren, Anzeigen",JC07,JC07 -- Diagnoserechner (VBOX oder Moxa) ,4106.300766,4796.48857,1794.917234,1713.570495,12411.27707
VDV,J,J -- Überwachungs und Sicherheitseinrichtungen,JD,JD -- Sicherheitseinrichtungen,JD01,JD01 -- Sicherheitseinrichtungen CTSM (Fahrsperre),4756.187568,4455.843562,1760.605036,1998.447556,12971.08372
VDV,J,J -- Überwachungs und Sicherheitseinrichtungen,JD,JD -- Sicherheitseinrichtungen,JD02,JD02 -- Vorrüstung CBTC,5560.302508,4580.376494,2154.046345,1719.025482,14013.75083
VDV,J,J -- Überwachungs und Sicherheitseinrichtungen,JD,JD -- Sicherheitseinrichtungen,JD03,"JD03 -- Typhon, Signalhorn, Makrofon",4598.048596,4643.299648,1680.324635,2173.016223,13094.6891
VDV,J,J -- Überwachungs und Sicherheitseinrichtungen,JD,JD -- Sicherheitseinrichtungen,JD04,JD04 -- Brandlöschanlage,4208.834494,5049.798835,2054.603049,1968.10035,13281.33673
VDV,J,J -- Überwachungs und Sicherheitseinrichtungen,JE,JE -- Datenübertragungseinrichtungen,JE01,JE01 -- eBuLa / el. Buchfahrplan (Hardware),5253.072153,4686.780707,1867.396946,1511.198844,13318.44865
VDV,J,J -- Überwachungs und Sicherheitseinrichtungen,JF,JF -- Kommunikationseinrichtungen,JF01,JF01 -- Zugbahnfunk/Betriebsfunk,5108.087073,4573.664749,2051.622298,1674.626875,13408.001
VDV,J,J -- Überwachungs und Sicherheitseinrichtungen,JG,JG -- zusätzliche Ausstattungen,JG01,"JG01 -- Scheibenwischer inkl. Motor, Wischerblätter und Steuerung",4559.498771,5599.132889,1853.133732,1933.444193,13945.20958
VDV,J,J -- Überwachungs und Sicherheitseinrichtungen,JG,JG -- zusätzliche Ausstattungen,JG02,JG02 -- CCTV Videoüberwachungsanlage außen,5543.007144,4196.858727,2180.677131,1471.756043,13392.29905
VDV,J,J -- Überwachungs und Sicherheitseinrichtungen,JG,JG -- zusätzliche Ausstattungen,JG03,JG03 -- CCTV Videoüberwachungsanlage innen,5548.089072,3920.250427,2006.425223,1620.180316,13094.94504
VDV,K,K -- Beleuchtung,KA,KA -- Beleuchtung,KA01,KA01 -- Beleuchtung,4634.686351,5439.007294,1891.64842,1788.96107,13754.30314
VDV,K,K -- Beleuchtung,KB,KB -- Außenbeleuchtungseinrichtungen,KB01,"KB01 -- Außenbeleuchtung (Scheinwerfer, Spitzenlicht, inkl. Steuerung)",5549.807794,4404.918785,2034.000189,1777.155995,13765.88276
VDV,K,K -- Beleuchtung,KC,KC -- Innenbeleuchtungseinrichtungen,KC01,KC01 -- Innenbeleuchtungseinrichtungen,4276.973021,5461.836153,1755.394788,1876.694741,13370.8987
VDV,K,K -- Beleuchtung,KC,KC -- Innenbeleuchtungseinrichtungen,KC02,KC02 -- Signalleuchte für Tür,4340.092348,4615.557138,1888.976984,2198.173257,13042.79973
VDV,K,K -- Beleuchtung,KC,KC -- Innenbeleuchtungseinrichtungen,KC03,KC03 -- Innenbeleuchtung FGR,5316.653446,4204.609602,1819.569646,1643.656916,12984.48961
VDV,K,K -- Beleuchtung,KC,KC -- Innenbeleuchtungseinrichtungen,KC04,KC04 -- Innenbeleuchtung FST,4162.306806,5034.946529,1963.249531,2058.073116,13218.57598
VDV,L,L -- Klimatisierung,LA,LA -- Klimatisierung,LA01,LA01 -- Klimagerät / Heizungsgerät FGR (mit / ohne Propan),4590.601102,4425.376254,1902.759395,2114.974443,13033.71119
VDV,L,L -- Klimatisierung,LA,LA -- Klimatisierung,LA02,LA02 -- Klimagerät / Heizungsgerät FST (mit / ohne Propan),5214.479112,3547.641789,1747.826691,2319.15223,12829.09982
VDV,L,L -- Klimatisierung,LA,LA -- Klimatisierung,LA03,LA03 -- Fußbodenheizung FST ,5002.41556,4007.351773,2100.993203,1609.810922,12720.57146
VDV,L,L -- Klimatisierung,LA,LA -- Klimatisierung,LA04,LA04 -- Fußbodenheizung FGR ,4057.169103,5799.24232,1731.103757,1636.591534,13224.10671
VDV,L,L -- Klimatisierung,LB,"LB -- Ansaugung, Entlüftung",LB01,LB01 -- Klima Ansaugung,4026.039626,4908.002026,1594.356454,2274.653607,12803.05171
VDV,L,L -- Klimatisierung,LB,"LB -- Ansaugung, Entlüftung",LB02,LB02 -- Klima Entlüftung,5790.830398,3896.64409,1937.876608,1723.080823,13348.43192
VDV,L,L -- Klimatisierung,LB,"LB -- Ansaugung, Entlüftung",LB03,LB03 -- Luftkanalsystem FST (Stoffkanäle PKO),5785.847384,3999.85632,1439.032351,1910.123583,13134.85964
VDV,L,L -- Klimatisierung,LC,LC -- Aufbereitung,LC01,LC01 -- Heizlüfter (Einstieg / FST / Sonstige),5072.251834,5164.476352,1805.71221,1662.208522,13704.64892
VDV,L,L -- Klimatisierung,LC,LC -- Aufbereitung,LC02,LC02 -- Klimakanäle (FST),3937.431474,5200.64411,1905.404959,1777.915764,12821.39631
VDV,L,L -- Klimatisierung,LC,LC -- Aufbereitung,LC03,LC03 -- Klimakanäle (FGR),5320.077496,4864.967814,1997.668399,1860.600471,14043.31418
VDV,L,L -- Klimatisierung,LC,LC -- Aufbereitung,LC04,LC04 -- Luftbehandlungsgerät FGR incl. Sensoren,4499.137682,4262.197412,2210.33382,1661.355494,12633.02441
VDV,L,L -- Klimatisierung,LC,LC -- Aufbereitung,LC05,LC05 -- Türpfostenheizgerät,4822.779841,4687.834375,1436.000669,2112.44567,13059.06055
VDV,L,L -- Klimatisierung,LC,LC -- Aufbereitung,LC06,LC06 -- Seitenwandheizung,4664.126528,5619.016319,2241.782703,1847.958286,14372.88383
VDV,L,L -- Klimatisierung,LC,LC -- Aufbereitung,LC07,LC07 -- Abdeckung Konvektionsheizung (FGR),4774.114164,4712.596281,1582.326447,1847.133915,12916.17081
VDV,L,L -- Klimatisierung,LC,LC -- Aufbereitung,LC08,LC08 -- Konvektionsheizung FGR,4318.630574,5823.069736,1660.726603,2022.600587,13825.0275
VDV,L,L -- Klimatisierung,LC,LC -- Aufbereitung,LC09,LC09 -- Fußpodest beheizt,4488.285237,5557.955534,1734.114645,2284.185986,14064.5414
VDV,L,L -- Klimatisierung,LC,LC -- Aufbereitung,LC10,LC10 -- Ausblaskasten Untersitz,4518.560616,5312.702995,2306.096054,1565.757363,13703.11703
VDV,L,L -- Klimatisierung,LD,LD -- Verteilung,LD01,LD01 -- Verteilung,3731.280028,4895.096561,2043.987725,2003.136303,12673.50062
VDV,L,L -- Klimatisierung,LD,LD -- Verteilung,LD02,LD02 -- Luftkanalsystem Tür-/Portalsäulen (Stoffkanäle PKO),4342.174557,4706.954618,1756.288283,1820.291378,12625.70884
VDV,L,L -- Klimatisierung,LD,LD -- Verteilung,LD03,LD03 -- Luftkanalsystem Decke (Stoffkanäle PKO) - sofern nicht in Innendecke,5968.553223,4205.483183,1808.636811,1613.323328,13595.99655
VDV,L,L -- Klimatisierung,LD,LD -- Verteilung,LD04,LD04 -- Luftverteilerbox an Klimaanlage,4842.138906,4208.00111,1794.178525,2231.813039,13076.13158
VDV,L,L -- Klimatisierung,LD,LD -- Verteilung,LD05,LD05 -- Luftkanäle für Stromrichter-/Trafokühlung,3814.267223,4904.795427,1625.903403,2151.402618,12496.36867
VDV,L,L -- Klimatisierung,LE,LE -- Regelung,LE01,LE01 -- Regelung,5542.669108,4514.235518,2083.061966,1685.809529,13825.77612
VDV,M,M -- Nebenbetriebsanlage,MA,MA -- Nebenbetriebsanlage,MA01,MA01 -- Nebenbetriebsanlage,4556.146441,5622.952281,2132.465584,1845.139651,14156.70396
VDV,M,M -- Nebenbetriebsanlage,MB,MB -- Sanden,MB01,MB01 -- Sandungsanlage (inkl. Sandkasten),4619.9653,4072.749675,1903.168571,1457.034089,12052.91764
VDV,M,M -- Nebenbetriebsanlage,MB,MB -- Sanden,MB02,MB02 -- Sandbehälter,4211.850694,4710.391362,1996.904537,1696.123359,12615.26995
VDV,M,M -- Nebenbetriebsanlage,MB,MB -- Sanden,MB03,MB03 -- Sandmodul inkl. Auslegung,4203.681062,6016.768171,1995.526947,2015.396424,14231.37261
VDV,M,M -- Nebenbetriebsanlage,MC,MC -- Schmiereinrichtung,MC01,MC01 -- Spurkranzschmieranlage,5303.821327,4164.650799,1928.538233,1985.843743,13382.8541
VDV,M,M -- Nebenbetriebsanlage,MD,MD -- Weichensteuerung,MD01,MD01 -- Weichensteuerung,4927.723336,5323.882107,1704.960423,1791.508054,13748.07392
VDV,M,M -- Nebenbetriebsanlage,ME,ME -- Fahrausweiseinrichtungen,ME01,ME01 -- Fahrscheineinrichtungen,4842.14623,4551.184278,1666.742274,2349.838507,13409.91129
VDV,M,M -- Nebenbetriebsanlage,MF,MF -- Fahrgastzähleinrichtung,MF01,MF01 -- Automatische Fahrgastzähleinrichtung (AFZ),4574.120684,5861.179895,1419.408766,2025.312881,13880.02223
VDV,N,"N -- Türen, Einstiege",,"NA -- Türen, Einstiege",NA01,"NA01 -- Türen, Einstiege",5016.58049,4298.184962,1541.023226,2061.543874,12917.33255
VDV,N,"N -- Türen, Einstiege",NB,NB -- Außentüren,NB01,NB01 -- Außentüren FGR,5523.002432,4348.049767,1772.42899,2223.251408,13866.7326
VDV,N,"N -- Türen, Einstiege",NB,NB -- Außentüren,NB02,NB02 -- Außentüren FST,4240.698015,5585.656947,2025.780771,1434.478813,13286.61455
VDV,N,"N -- Türen, Einstiege",NB,NB -- Außentüren,NB03,NB03 -- Lichtgitter,5412.707286,4403.054599,1476.464371,1972.700767,13264.92702
VDV,N,"N -- Türen, Einstiege",NB,NB -- Außentüren,NB04,NB04 -- Fronttür,4238.321306,5740.654412,1668.92837,2000.458386,13648.36247
VDV,N,"N -- Türen, Einstiege",NC,NC -- Innentüren,NC01,NC01 -- Innentüren,6201.411144,4147.693791,1955.096273,1988.96119,14293.1624
VDV,N,"N -- Türen, Einstiege",NC,NC -- Innentüren,NC02,NC02 -- Innentür Übergang,5662.523825,3993.239919,1995.431865,1470.659476,13121.85509
VDV,N,"N -- Türen, Einstiege",NC,NC -- Innentüren,NC03,NC03 -- Innentür Abteil (1. Klasse),5218.663019,4771.828605,2184.854421,1635.993615,13811.33966
VDV,N,"N -- Türen, Einstiege",NC,NC -- Innentüren,NC04,NC04 -- Innentür Evakuierung (Rauchschutz),4288.305857,5158.187587,1525.66801,2007.567533,12979.72899
VDV,N,"N -- Türen, Einstiege",NC,NC -- Innentüren,NC05,NC05 -- Innentür FST - FGR / Maschinenraum,4407.445624,5950.853096,1558.042141,2034.914327,13951.25519
VDV,N,"N -- Türen, Einstiege",ND,"ND -- Einstiege, Aufstiege (nicht innen)",ND01,ND01 -- Schiebetritt,3946.027807,5478.587092,1820.638158,1731.032525,12976.28558
VDV,N,"N -- Türen, Einstiege",ND,"ND -- Einstiege, Aufstiege (nicht innen)",ND02,ND02 -- Spaltüberbrückung,5245.392282,3913.896604,2070.862159,1437.790834,12667.94188
VDV,N,"N -- Türen, Einstiege",ND,"ND -- Einstiege, Aufstiege (nicht innen)",ND03,"ND03 -- Trittleiste, Einstieg",5803.481645,4506.934931,2303.574224,1682.549888,14296.54069
VDV,N,"N -- Türen, Einstiege",NE,NE -- Behinderteneinstiege,NE01,NE01 -- Faltrampe,5610.618655,4103.915847,1525.058736,2222.550679,13462.14392
VDV,N,"N -- Türen, Einstiege",NE,NE -- Behinderteneinstiege,NE02,NE02 -- Hublift,4021.929861,5377.639418,1841.74356,2216.103574,13457.41641
VDV,P,P -- Informationseinrichtungen,PA,PA -- Informationseinrichtungen,PA00,PA00 -- Informationseinrichtungen (SW),5569.038162,3906.242393,1859.390691,2156.542624,13491.21387
VDV,P,P -- Informationseinrichtungen,PA,PA -- Informationseinrichtungen,PA01,"PA01 -- Antennen Funk (GSM, GPS)",5915.858438,4184.864066,1776.079339,2251.905089,14128.70693
VDV,P,P -- Informationseinrichtungen,PA,PA -- Informationseinrichtungen,PA02,"PA02 -- FIS ELA Komponenten, außer GSM, Video, Sitzplatzreservierung, Anzeigen",3674.596058,5449.435761,1547.979565,1920.232589,12592.24397
VDV,P,P -- Informationseinrichtungen,PA,PA -- Informationseinrichtungen,PA03,PA03 -- GSM Funkmodem,4591.822438,5835.336437,1904.208116,2006.079031,14337.44602
VDV,P,P -- Informationseinrichtungen,PB,PB -- optische Informationseinrichtungen,PB01,PB01 -- FIS / ELA Anzeigen ,4966.456686,5132.00957,2153.221061,1669.265943,13920.95326
VDV,P,P -- Informationseinrichtungen,PB,PB -- optische Informationseinrichtungen,PB02,PB02 -- Sitzplatzreservierung,5787.011366,4647.480033,2031.127185,2030.656141,14496.27472
