Project,DIN_Ebene1,DIN_Ebene1_Beschreibung,DIN_Ebene2,DIN_Ebene2_Beschreibung,DIN_Ebene3,DIN_E3_Beschreibung,prav_Personalkosten,prav_Materialkosten,korr_Personalkosten,korr_Materialkosten,Gesamtkosten
VDV,U,U -- elektrische Leitungsverlegung,UE,UE -- Durchführungen,UE01,UE01 -- Durchführungen,3972.95918,4798.900935,2023.112736,1418.78593,12213.75878
VDV,U,U -- elektrische Leitungsverlegung,UF,"UF -- Leitungskanäle, -rohre, -schläuche",UF01,"UF01 -- Leitungskanäle, -rohre, -schläuche",5087.218314,4117.089302,1751.908289,1905.380069,12861.59597
VDV,U,U -- elektrische Leitungsverlegung,UF,"UF -- Leitungskanäle, -rohre, -schläuche",UF02,"UF02 -- Schütze, Automaten, Sicherungen, el. Bauelemente",4769.000855,4186.232604,1833.700864,1621.357337,12410.29166
VDV,U,U -- elektrische Leitungsverlegung,UF,"UF -- Leitungskanäle, -rohre, -schläuche",UF03,UF03 -- Kabelkanal/Unterflurkanal,-13699.38291,-12983.4639,4483.726006,4835.34139,-17363.77942
Pfalznetz,B,B -- Fahrzeugkasten,BA,BA -- Fahrzeugkasten,BA01,BA01 -- Wagenkastenrohbau Stahl,4625.628951,5212.785831,2327.663779,1732.181198,13898.25976
Pfalznetz,B,B -- Fahrzeugkasten,BA,BA -- Fahrzeugkasten,BA02,BA02 -- Wagenkastenrohbau Aluminium,5234.437208,3743.74043,2141.040633,1987.583754,13106.80202
Pfalznetz,B,B -- Fahrzeugkasten,BB,BB -- Untergestell,BB01,BB01 -- Untergestell,4612.862912,4841.880735,2109.213556,2147.654277,13711.61148
Pfalznetz,B,B -- Fahrzeugkasten,BC,BC -- Längswände,BC01,BC01 -- Längswände,4558.062158,5844.1978,1821.480288,2503.783209,14727.52346
Pfalznetz,B,B -- Fahrzeugkasten,BD,BD -- Dach,BD01,BD01 -- Dach,4601.084845,5275.029826,1857.604935,1780.663317,13514.38292
Pfalznetz,B,B -- Fahrzeugkasten,BE,BE -- Fahrzeugkopf,BE01,BE01 -- Bugmaske / Frontkabine / Fahrzeugkopf,4820.038201,5070.616261,1776.771644,1953.497268,13620.92337
Pfalznetz,B,B -- Fahrzeugkasten,BE,BE -- Fahrzeugkopf,BE02,BE02 -- Crashelemente / Crashmodule,3832.762542,5246.313213,1788.323524,1954.881003,12822.28028
Pfalznetz,B,B -- Fahrzeugkasten,BF,BF -- Stimwände,BF01,BF01 -- Stimwände,5006.059659,4362.591606,2143.358655,1865.01677,13377.02669
Pfalznetz,B,B -- Fahrzeugkasten,BG,"BG -- Anschweißteile, Anbauteile",BG01,"BG01 -- Anschweißteile, Anbauteile",4263.380772,4829.755683,2206.829574,1899.861122,13199.82715
Pfalznetz,B,B -- Fahrzeugkasten,BH,BH -- Zwischendecke,BH01,BH01 -- Zwischendecke,4575.254906,4186.617705,1970.080603,2123.659282,12855.6125
Pfalznetz,B,B -- Fahrzeugkasten,BJ,BJ -- Zwischenwände,BJ01,BJ01 -- Zwischenwände,5422.884981,4888.760641,2367.008713,1663.981844,14342.63618
Pfalznetz,C,C -- Fahrzeugausbau,CA,CA -- Fahrzeugausbau,CA01,CA01 -- Schließsystem,5108.385278,3445.654405,2540.679376,1749.855759,12844.57482
Pfalznetz,C,C -- Fahrzeugausbau,CA,CA -- Fahrzeugausbau,CA02,CA02 -- Rollos,4762.467403,5637.308141,1633.756693,2141.707456,14175.23969
Pfalznetz,C,C -- Fahrzeugausbau,CA,CA -- Fahrzeugausbau,CA03,CA03 -- Schottkasten & Schottbleche,4108.161323,4924.57897,1880.349297,2097.616106,13010.7057
Pfalznetz,C,C -- Fahrzeugausbau,CA,CA -- Fahrzeugausbau,CA04,CA04 -- Steckerkiste,5006.331327,4202.861444,2437.249718,1876.370835,13522.81332
Pfalznetz,C,C -- Fahrzeugausbau,CA,CA -- Fahrzeugausbau,CA05,CA05 -- Nutensteine spezial,4268.295162,4362.695269,2077.249447,1814.519338,12522.75922
Pfalznetz,C,C -- Fahrzeugausbau,CA,CA -- Fahrzeugausbau,CA06,CA06 -- Schrauben und Normteile,4048.399623,5785.722541,2333.469492,1689.046527,13856.63818
Pfalznetz,C,C -- Fahrzeugausbau,CA,CA -- Fahrzeugausbau,CA07,CA07 -- C-Schienen,4246.652793,5578.63808,2144.041106,2137.688671,14107.02065
Pfalznetz,C,C -- Fahrzeugausbau,CA,CA -- Fahrzeugausbau,CA08,"CA08 -- Befestigungskonsole, thermische Distanzhalter (Kunststoff)",3926.086799,5187.712944,1855.477449,1833.70554,12802.98273
Pfalznetz,C,C -- Fahrzeugausbau,CB,CB -- Fenster,CB01,"CB01 -- Fenster Fahrerstand, Front & gerundete Eckeinheiten",5638.786765,4071.627552,1677.809554,2050.171854,13438.39573
Pfalznetz,C,C -- Fahrzeugausbau,CB,CB -- Fenster,CB02,CB02 -- Seitenscheiben FGR,4479.408457,4409.434738,2028.719987,1745.668404,12663.23159
Pfalznetz,C,C -- Fahrzeugausbau,CB,CB -- Fenster,CB03,CB03 -- Seitenscheiben FST,4268.061919,5733.309271,1889.775793,2401.704256,14292.85124
Pfalznetz,C,C -- Fahrzeugausbau,CB,CB -- Fenster,CB04,CB04 -- GFK-Fensterprofile,5059.474969,4306.593885,1892.771319,1783.05809,13041.89826
Pfalznetz,C,C -- Fahrzeugausbau,CB,CB -- Fenster,CB05,CB05 -- Kratzschutzfolie Fenster FGR,5728.199355,4702.0163,1436.384781,2134.908469,14001.5089
Pfalznetz,C,C -- Fahrzeugausbau,CB,CB -- Fenster,CB06,CB06 -- Frontscheibe,4633.460712,4174.417057,2144.985735,1528.945115,12481.80862
Pfalznetz,C,C -- Fahrzeugausbau,CB,CB -- Fenster,CB07,CB07 -- Fenstergummi,4475.160538,5245.170244,2010.913042,1883.214457,13614.45828
Pfalznetz,C,C -- Fahrzeugausbau,CC,CC -- Fußboden,CC01,CC01 -- Fußbodenplatten FST (inkl. Heizung),5171.966585,4116.694146,1627.930219,1940.43029,12857.02124
Pfalznetz,C,C -- Fahrzeugausbau,CC,CC -- Fußboden,CC02,CC02 -- Fußbodenplatten FGR,4748.693019,5005.020107,1906.317056,1875.741102,13535.77128
Pfalznetz,C,C -- Fahrzeugausbau,CC,CC -- Fußboden,CC03,CC03 -- Fußbodenunterbau,4684.275967,5518.345981,2046.346278,1932.82914,14181.79737
Pfalznetz,C,C -- Fahrzeugausbau,CC,CC -- Fußboden,CC04,CC04 -- Fußbodenbelag,4466.282545,5172.739858,1500.517307,2136.389388,13275.9291
Pfalznetz,C,C -- Fahrzeugausbau,CC,CC -- Fußboden,CC05,CC05 -- Treppe / Doppelstock,4555.120521,5551.866006,1830.367965,1905.038149,13842.39264
Pfalznetz,C,C -- Fahrzeugausbau,CC,CC -- Fußboden,CC06,"CC06 -- Fußboden, Bodenprofil",4904.168618,4545.271279,1774.280725,2425.336573,13649.05719
Pfalznetz,C,C -- Fahrzeugausbau,CC,CC -- Fußboden,CC07,"CC07 -- Fußboden, Gummilager",6085.584973,4144.790515,2260.108185,1650.235702,14140.71937
Pfalznetz,C,C -- Fahrzeugausbau,CC,CC -- Fußboden,CC08,"CC08 -- Fussboden, Gussteil",5048.436781,5134.795376,2023.38698,1709.086547,13915.70568
Pfalznetz,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD01,CD01 -- Innenverkleidung FST (GFK),3989.891297,4628.822942,2373.591352,1899.858818,12892.16441
Pfalznetz,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD02,CD02 -- Fahrerstandsverkleidung Blech,4645.572075,4088.558751,1864.475985,2142.687017,12741.29383
Pfalznetz,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD03,CD03 -- Seitenwandverkleidung FGR,4931.586072,5178.099128,1793.678892,1904.010768,13807.37486
Pfalznetz,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD04,CD04 -- Seitenwandverkleidung FGR (Fenster- und Heizungsverkleidung),3596.403469,5379.477226,1959.676985,2048.829119,12984.3868
Pfalznetz,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD05,CD05 -- Seitenwand + Heizungsverkleidungen,4974.473999,4940.611153,1820.393382,1879.854221,13615.33276
Pfalznetz,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD06,CD06 -- Türsäulen-/ Türvoutenverkleidung GFK,5243.130805,4541.907317,2059.676236,2066.545367,13911.25973
Pfalznetz,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD07,CD07 -- Türsäulen-/ Türvoutenverkleidung Blech,4144.372945,4865.749556,2193.131411,1818.386603,13021.64051
Pfalznetz,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD08,CD08 -- Treppenverkleidung,4472.864184,5781.176428,2136.428483,1861.039268,14251.50836
Pfalznetz,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD09,CD09 -- Loungeverkleidung,4035.187644,5176.311192,2445.795099,1672.792137,13330.08607
Pfalznetz,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD10,CD10 -- Übergangsverkleidung,4983.555226,3970.584911,1933.938331,1822.289016,12710.36748
Pfalznetz,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD11,CD11 -- Innendecke FGR (inkl. Luftkanäle / Stoffkanal PKO),5064.478538,3544.644157,1866.141764,1738.164541,12213.429
Pfalznetz,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD12,CD12 -- Innendecke FST,4283.308502,4530.843242,1959.499893,1668.120872,12441.77251
Pfalznetz,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD13,CD13 -- Decke Treppenbereich,4878.344988,4476.301639,1737.975623,2379.154388,13471.77664
Pfalznetz,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD14,CD14 -- Decke Maschinenraum,6052.636568,4200.77017,2441.524644,1637.44204,14332.37342
Pfalznetz,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD15,CD15 -- Maschinenraum EMU - Einbaurahmen / Gerippe,4579.134937,4191.911255,1563.077203,2226.276935,12560.40033
Pfalznetz,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD16,CD16 -- Maschinenraumverkleidung,4544.526997,5307.191418,1677.335684,2348.667824,13877.72192
Pfalznetz,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD17,CD17 -- Maschinenraum EMU Brandschutz,4666.203504,5473.85883,1981.256686,2228.686726,14350.00574
Pfalznetz,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD18,CD18 -- Stirnwandverkleidung / Portalsäulenverkleidung (Übergangsverkleidung),4808.367725,4572.927163,1885.634087,2144.238382,13411.16736
Pfalznetz,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD19,CD19 -- Apparateraum nur Verkleidung (Rückwand FST),5815.670566,4501.572979,2035.633135,1818.106355,14170.98304
Pfalznetz,C,C -- Fahrzeugausbau,CE,CE -- Trennwände,CE01,CE01 -- Glastrennwände,4552.856644,5810.324512,2108.412582,1538.469819,14010.06356
Pfalznetz,C,C -- Fahrzeugausbau,CE,CE -- Trennwände,CE02,CE02 -- Fahrerraumtrennwand inkl. Tür (Maschinenraumtrennwand),4805.609854,5124.13084,2318.640933,1961.309424,14209.69105
Pfalznetz,C,C -- Fahrzeugausbau,CE,CE -- Trennwände,CE03,CE03 -- Trennwände Apparateraum / HF,4935.80198,3680.902374,1488.986713,2134.128906,12239.81997
Pfalznetz,C,C -- Fahrzeugausbau,CF,CF -- Außenanbauten,CF01,CF01 -- Dachdeckel,5939.365111,4143.239988,2106.817665,1903.721229,14093.14399
Pfalznetz,C,C -- Fahrzeugausbau,CF,CF -- Außenanbauten,CF02,CF02 -- Dachblenden,5119.841458,3746.248939,2232.195948,1841.622661,12939.90901
Pfalznetz,C,C -- Fahrzeugausbau,CF,CF -- Außenanbauten,CF03,CF03 -- Außenklappen,4113.23323,5532.78659,2465.393509,1836.383092,13947.79642
Pfalznetz,C,C -- Fahrzeugausbau,CF,CF -- Außenanbauten,CF04,CF04 -- Frontschürzen / Frontspoiler,5593.400268,4733.789544,2203.745104,1510.79784,14041.73276
Pfalznetz,C,C -- Fahrzeugausbau,CF,CF -- Außenanbauten,CF05,CF05 -- Bahnräumer (inkl. Strebe und Konsole),5266.699619,3597.034206,2357.430107,1873.601435,13094.76537
Pfalznetz,C,C -- Fahrzeugausbau,CF,CF -- Außenanbauten,CF06,CF06 -- Übertritt Front,4757.755344,4479.437333,1888.06849,2200.487701,13325.74887
Pfalznetz,C,C -- Fahrzeugausbau,CF,CF -- Außenanbauten,CF07,CF07 -- Ballastgewicht,5777.451047,4624.583177,2148.172571,2053.157978,14603.36477
Pfalznetz,C,C -- Fahrzeugausbau,CF,CF -- Außenanbauten,CF08,CF08 -- Seitenborde,4715.697276,4927.464824,1665.700489,2221.59554,13530.45813
Pfalznetz,C,C -- Fahrzeugausbau,CF,CF -- Außenanbauten,CF09,CF09 -- Seitenschürzen,3952.97693,5244.937621,1920.38547,1637.164072,12755.46409
Pfalznetz,C,C -- Fahrzeugausbau,CG,CG -- Fahrzeuglackierung,CG01,CG01 -- Fahrzeuglackierung,3728.097806,5304.730595,2179.31565,1706.702582,12918.84663
Pfalznetz,C,C -- Fahrzeugausbau,CH,CH -- Isolierung,CH01,CH01 -- Isolierung,4276.180787,5212.614392,2258.743418,2063.621622,13811.16022
Pfalznetz,D,D -- Fahrzeuginneneinrichtung,DA,DA -- Fahrzeuginneneinrichtung,DA01,DA01 -- Fahrzeuginneneinrichtung,5554.441975,4603.281597,1957.558303,2262.317098,14377.59897
Pfalznetz,D,D -- Fahrzeuginneneinrichtung,DA,DA -- Fahrzeuginneneinrichtung,DA02,DA02 -- Dachentwässerung,5807.56788,4337.636577,2419.405757,1694.147759,14258.75797
Pfalznetz,D,D -- Fahrzeuginneneinrichtung,DB,"DB -- Haltestangen, Griffe (Innenbereich)",DB01,"DB01 -- Haltestangen, Griffe (Innenbereich) - Rohre",5091.696341,4779.923448,2083.660704,1539.766652,13495.04714
Pfalznetz,D,D -- Fahrzeuginneneinrichtung,DB,"DB -- Haltestangen, Griffe (Innenbereich)",DB02,"DB02 -- Haltestangen, Griffe (Innenbereich) - Gussteile",5088.018774,4730.894722,2218.384459,2061.985337,14099.28329
Pfalznetz,D,D -- Fahrzeuginneneinrichtung,DC,"DC -- Sitze, Liegen, Tische",DC01,DC01 -- Sitze FGR,5544.087735,4450.729352,2290.237872,1698.903664,13983.95862
Pfalznetz,D,D -- Fahrzeuginneneinrichtung,DC,"DC -- Sitze, Liegen, Tische",DC02,DC02 -- Fahrgastsitze fest (gegebenenfalls inkl. Cantilever),4403.570257,5103.616046,1929.330312,2002.469149,13438.98576
Pfalznetz,D,D -- Fahrzeuginneneinrichtung,DC,"DC -- Sitze, Liegen, Tische",DC03,DC03 -- Sitzlounge inkl. Sitzkiste,5270.141538,5162.089274,2492.968872,1730.215062,14655.41475
Pfalznetz,D,D -- Fahrzeuginneneinrichtung,DC,"DC -- Sitze, Liegen, Tische",DC04,DC04 -- Fahrersitz incl. Podest,4265.200462,4833.059515,1864.350673,1946.13474,12908.74539
Pfalznetz,D,D -- Fahrzeuginneneinrichtung,DC,"DC -- Sitze, Liegen, Tische",DC05,DC05 -- Fahrlehrersitz / Beimannsitz,4833.542688,4691.050075,2037.923736,1632.372501,13194.889
Pfalznetz,D,D -- Fahrzeuginneneinrichtung,DC,"DC -- Sitze, Liegen, Tische",DC06,DC06 -- Tische,4778.234742,3966.692733,1588.305892,2224.133257,12557.36662
Pfalznetz,D,D -- Fahrzeuginneneinrichtung,DC,"DC -- Sitze, Liegen, Tische",DC07,DC07 -- Fahrgastklappsitze,4022.150391,5912.388189,1949.148255,2360.976882,14244.66372
Pfalznetz,D,D -- Fahrzeuginneneinrichtung,DC,"DC -- Sitze, Liegen, Tische",DC08,DC08 -- Sitzkisten,5585.217551,4071.828423,1778.403762,2075.446117,13510.89585
Pfalznetz,D,D -- Fahrzeuginneneinrichtung,DD,DD -- Sanitäreinrichtungen,DD01,DD01 -- WC-Zelle,4358.249149,4464.581426,1503.026266,2114.793933,12440.65077
Pfalznetz,D,D -- Fahrzeuginneneinrichtung,DD,DD -- Sanitäreinrichtungen,DD02,DD02 -- WC-Leitungen,4364.477895,4577.474295,1733.920528,1852.944167,12528.81689
Pfalznetz,D,D -- Fahrzeuginneneinrichtung,DD,DD -- Sanitäreinrichtungen,DD03,DD03 -- Universal-WC mit Tank,4316.956685,4888.50485,2230.088272,1512.269065,12947.81887
Pfalznetz,D,D -- Fahrzeuginneneinrichtung,DD,DD -- Sanitäreinrichtungen,DD04,DD04 -- Standard-WC mit Tank,5591.479425,4786.545738,2029.607356,1894.800077,14302.4326
Pfalznetz,D,D -- Fahrzeuginneneinrichtung,DE,DE -- Gepäckablagen,DE01,DE01 -- Gepäckablagen,4630.777806,4852.388493,1709.797339,2085.918294,13278.88193
Pfalznetz,D,D -- Fahrzeuginneneinrichtung,DE,DE -- Gepäckablagen,DE02,DE02 -- Gepäckregale,4011.372574,5810.559053,1856.389203,2333.185975,14011.50681
Pfalznetz,D,D -- Fahrzeuginneneinrichtung,DF,DF -- Zusätzliche Einrichtungen,DF01,"DF01 -- Ausrüstung Fahrgastraum (Feuerlöscher, Werkzeug,€¦)",4203.839677,5944.058418,2289.522597,1742.561907,14179.9826
Pfalznetz,D,D -- Fahrzeuginneneinrichtung,DF,DF -- Zusätzliche Einrichtungen,DF02,DF02 -- Seitenwandtisch,4162.276218,4975.786513,2151.962424,1812.36653,13102.39168
Pfalznetz,D,D -- Fahrzeuginneneinrichtung,DF,DF -- Zusätzliche Einrichtungen,DF03,DF03 -- Abfallbehälter incl. Anbauteile,4303.093883,5841.00792,2098.404172,1575.339181,13817.84516
Pfalznetz,D,D -- Fahrzeuginneneinrichtung,DF,DF -- Zusätzliche Einrichtungen,DF04,DF04 -- Sonderausbauten Innenbereich,5105.169156,5228.108188,1669.385284,2198.302339,14200.96497
Pfalznetz,E,E -- Fahrwerk,EA,EA -- Fahrwerk,EA01,EA01 -- Fahrwerk,4625.970309,5299.283526,1707.303623,2381.317899,14013.87536
Pfalznetz,E,E -- Fahrwerk,EA,EA -- Fahrwerk,EA02,EA02 -- Messgeräte (SIFA - T D),4932.902289,5383.045879,2140.519319,1685.887745,14142.35523
Pfalznetz,E,E -- Fahrwerk,EA,EA -- Fahrwerk,EA03,EA03 -- Lauffahrwerk / Laufdrehgestell,5004.989932,5364.421401,1937.483285,2254.510252,14561.40487
Pfalznetz,E,E -- Fahrwerk,EA,EA -- Fahrwerk,EA04,EA04 -- Triebfahrwerk / Motordrehgestell (inkl. Fahrmotor und Getriebe),4810.751621,4369.735472,2034.363734,1655.620506,12870.47133
Pfalznetz,E,E -- Fahrwerk,EB,EB -- tragende Strukturen,EB01,EB01 -- Fahrwerk-/ Drehgestellrahmen,5654.594184,4294.685993,2039.039537,1736.56461,13724.88432
Pfalznetz,E,E -- Fahrwerk,EB,EB -- tragende Strukturen,EB02,EB02 -- Wiege / Traverse,4485.041371,4212.505,1959.429464,1634.852674,12291.82851
Pfalznetz,E,E -- Fahrwerk,EC,EC -- Radsystem,EC01,EC01 -- Radsystem,5460.297521,4555.206402,2148.615138,2153.894635,14318.0137
Pfalznetz,E,E -- Fahrwerk,EC,EC -- Radsystem,EC02,EC02 -- Radsatzlager inkl. Gehäuse,4179.810781,5019.22827,2120.999477,2047.454961,13367.49349
Pfalznetz,E,E -- Fahrwerk,EC,EC -- Radsystem,EC03,EC03 -- Messradsatz,4801.987549,5118.656611,2393.269265,1849.380892,14163.29432
Pfalznetz,E,E -- Fahrwerk,ED,"ED -- Federung, Dämpfung, Ausgleich",ED01,ED01 -- Zusatzluftvolumen,4737.635399,3950.407909,2423.929587,1677.147617,12789.12051
Pfalznetz,E,E -- Fahrwerk,ED,"ED -- Federung, Dämpfung, Ausgleich",ED02,ED02 -- Federn,4596.04522,4071.609175,2008.769309,1774.050258,12450.47396
Pfalznetz,E,E -- Fahrwerk,ED,"ED -- Federung, Dämpfung, Ausgleich",ED03,ED03 -- Dämpfer,5452.528532,3838.828345,2095.766063,1938.279429,13325.40237
Pfalznetz,E,E -- Fahrwerk,ED,"ED -- Federung, Dämpfung, Ausgleich",ED04,ED04 -- Primärfedersystem,5120.138451,4691.705033,2089.886914,1752.239518,13653.96992
Pfalznetz,E,E -- Fahrwerk,ED,"ED -- Federung, Dämpfung, Ausgleich",ED05,ED05 -- Primärfeder (Aluminiumtöpfe),4829.00095,3771.774872,1735.584406,2429.359653,12765.71988
Pfalznetz,E,E -- Fahrwerk,ED,"ED -- Federung, Dämpfung, Ausgleich",ED06,ED06 -- Sekundärfedersystem,4866.300127,5365.337236,2167.064923,1657.360989,14056.06327
Pfalznetz,E,E -- Fahrwerk,ED,"ED -- Federung, Dämpfung, Ausgleich",ED07,ED07 -- Wankstütze,4999.638456,3600.106146,1593.660996,2043.808147,12237.21375
Pfalznetz,E,E -- Fahrwerk,EE,EE -- Lenkungssysteme (aktiv),EE01,EE01 -- Lenkungssysteme (aktiv),4079.75002,5585.230581,1842.140236,1769.965231,13277.08607
Pfalznetz,E,E -- Fahrwerk,EF,EF -- Anlenkungssysteme (passiv),EF01,EF01 -- Mitnehmerzapfen,5196.870019,4634.609951,1897.858443,2024.963538,13754.30195
Pfalznetz,E,E -- Fahrwerk,EF,EF -- Anlenkungssysteme (passiv),EF02,EF02 -- Anlenkung,5002.154283,3654.299804,1813.24175,1744.592253,12214.28809
Pfalznetz,E,E -- Fahrwerk,EF,EF -- Anlenkungssysteme (passiv),EF03,EF03 -- Mitnehmerzapfen (Sphärogussteil) ,4552.437723,4384.957004,2267.680733,1684.714725,12889.79018
Pfalznetz,E,E -- Fahrwerk,EF,EF -- Anlenkungssysteme (passiv),EF04,EF04 -- Mitnehmerzapfen (Alu-Schmiedeteil),4167.399305,4648.362151,1488.471694,2120.127872,12424.36102
Pfalznetz,E,E -- Fahrwerk,EF,EF -- Anlenkungssysteme (passiv),EF05,EF05 -- Lemniskate,4321.148512,4236.388467,2258.943246,1569.992599,12386.47282
Pfalznetz,E,E -- Fahrwerk,EG,EG -- Schutzanbauteile,EG01,EG01 -- Schutzanbauteile,5006.078316,3812.802291,1727.334699,1999.083623,12545.29893
Pfalznetz,F,"F -- Energieanlage, Antriebsanlage",FA,"FA -- Energieanlage, Antriebsanlage",FA01,FA01 -- Stromrichter (mit / ohne integriertem Bordnetzumrichter),4235.875696,4822.500016,2249.881416,1655.62674,12963.88387
Pfalznetz,F,"F -- Energieanlage, Antriebsanlage",FB,FB -- Energiezuführung,FB01,FB01 -- Stromabnehmer,4413.785088,5660.996896,1704.931418,2273.7516,14053.465
Pfalznetz,F,"F -- Energieanlage, Antriebsanlage",FB,FB -- Energiezuführung,FB02,FB02 -- Hauptschalter AC,4660.996243,4161.716728,1857.531686,1687.626681,12367.87134
Pfalznetz,F,"F -- Energieanlage, Antriebsanlage",FB,FB -- Energiezuführung,FB03,FB03 -- Haupttransformator,3525.994838,5034.966324,2240.956216,1695.807932,12497.72531
Pfalznetz,F,"F -- Energieanlage, Antriebsanlage",FB,FB -- Energiezuführung,FB04,FB04 -- Bodeneinsätze (Spritzguss),5225.553819,4918.437924,1864.423411,2117.310523,14125.72568
Pfalznetz,F,"F -- Energieanlage, Antriebsanlage",FB,FB -- Energiezuführung,FB05,FB05 -- Trennschalter Antrieb,4791.047191,3862.47583,2125.475022,1936.780052,12715.7781
Pfalznetz,F,"F -- Energieanlage, Antriebsanlage",FB,FB -- Energiezuführung,FB06,FB06 -- Hochspannungswandler,4405.182048,5050.680507,1602.881072,2065.297686,13124.04131
Pfalznetz,F,"F -- Energieanlage, Antriebsanlage",FB,FB -- Energiezuführung,FB07,FB07 -- Überspannungsableiter,5216.232369,3629.378281,2227.180278,2056.362254,13129.15318
Pfalznetz,F,"F -- Energieanlage, Antriebsanlage",FB,FB -- Energiezuführung,FB08,FB08 -- Energiezähler incl. Eichung,4798.174361,4173.58673,1778.987018,2054.358705,12805.10681
Pfalznetz,F,"F -- Energieanlage, Antriebsanlage",FB,FB -- Energiezuführung,FB09,FB09 -- (Hoch)Stromwandler - Messstromwandler,5398.598101,4348.855113,1752.423189,2248.561461,13748.43786
Pfalznetz,F,"F -- Energieanlage, Antriebsanlage",FB,FB -- Energiezuführung,FB10,FB10 -- Brems- und Entladewiderstände,5129.236585,3440.885676,1922.526168,2364.754408,12857.40284
Pfalznetz,F,"F -- Energieanlage, Antriebsanlage",FB,FB -- Energiezuführung,FB11,FB11 -- Schnellschalter / Hauptschalter DC,4550.458058,5046.134136,2424.784945,1900.036119,13921.41326
Pfalznetz,F,"F -- Energieanlage, Antriebsanlage",FC,FC -- Energieerzeugung,FC01,FC01 -- Energieerzeugung,4945.969326,4323.947996,2370.651248,1602.047307,13242.61588
Pfalznetz,F,"F -- Energieanlage, Antriebsanlage",FD,FD -- Energieumsetzung,FD01,FD01 -- Fahrmotoren,4475.222185,5566.922387,2136.2276,1536.635973,13715.00814
Pfalznetz,F,"F -- Energieanlage, Antriebsanlage",FD,FD -- Energieumsetzung,FD02,FD02 -- Bremswiderstand,5307.765768,4322.08942,2191.33934,1522.62772,13343.82225
Pfalznetz,F,"F -- Energieanlage, Antriebsanlage",FD,FD -- Energieumsetzung,FD03,FD03 -- Getriebe,4916.390696,3820.370839,2471.758326,1789.178828,12997.69869
Pfalznetz,F,"F -- Energieanlage, Antriebsanlage",FD,FD -- Energieumsetzung,FD04,FD04 -- Netzdrossel (evtl. integriert in Stromrichter),4653.492507,4154.684894,1940.897155,2125.838551,12874.91311
Pfalznetz,F,"F -- Energieanlage, Antriebsanlage",FE,FE -- Energieabführung,FE01,FE01 -- Energieabführung,5003.125406,3621.262521,1758.927261,2479.592962,12862.90815
Pfalznetz,F,"F -- Energieanlage, Antriebsanlage",FF,FF -- Energiespeicherung,FF01,FF01 -- Energiespeicherung,5278.570518,4139.430905,2285.382043,2000.591049,13703.97452
Pfalznetz,F,"F -- Energieanlage, Antriebsanlage",FF,FF -- Energiespeicherung,FF02,FF02 -- Fahrbatterie / Traktionsbatterie ESS,4910.118619,4292.249119,2225.161317,1968.796564,13396.32562
Pfalznetz,F,"F -- Energieanlage, Antriebsanlage",FF,FF -- Energiespeicherung,FF03,FF03 -- BTMS (Battery Thermal Management System),4192.284581,5612.194907,1930.935243,2015.561542,13750.97627
Pfalznetz,F,"F -- Energieanlage, Antriebsanlage",FF,FF -- Energiespeicherung,FF04,FF04 -- Energiemesssystem,4796.418269,4022.24317,2420.777452,1806.219101,13045.65799
Pfalznetz,F,"F -- Energieanlage, Antriebsanlage",FF,FF -- Energiespeicherung,FF05,FF05 -- Batteriefilter,3822.83119,5652.378562,1986.482664,1615.922435,13077.61485
Pfalznetz,G,G -- Steuerungsanlage für Fahrbetrieb,GA,GA -- Steuerungsanlage für Fahrbetrieb,GA00,GA00 -- Steuerungsanlage für Fahrbetrieb (SW),5337.723636,3852.605051,2329.271879,1622.020363,13141.62093
Pfalznetz,G,G -- Steuerungsanlage für Fahrbetrieb,GA,GA -- Steuerungsanlage für Fahrbetrieb,GA01,GA01 -- Leittechnik,3951.210809,5255.566752,1630.997795,1923.971244,12761.7466
Pfalznetz,G,G -- Steuerungsanlage für Fahrbetrieb,GA,GA -- Steuerungsanlage für Fahrbetrieb,GA02,GA02 -- Ethernet Wagenbus,4912.886074,4694.548099,1475.88624,2070.892231,13154.21264
